#|title|abstract|venue|year|doi|authors|relative_citation_index|relevance_score
119|SLATE: Managing Heterogeneous Cloud Functions|This paper presents SLATE, a fully-managed, heterogeneous Function-as-a-Service (FaaS) system for deploying serverless functions onto heterogeneous cloud infrastructures. We extend the traditional homogeneous FaaS execution model to support heterogeneous functions, automating and abstracting runtime management of heterogeneous compute resources in order to improve cloud tenant accessibility to specialised, accelerator resources, such as FPGAs and GPUs. In particular, we focus on the mechanisms required for heterogeneous scaling of deployed function instances to guarantee latency objectives while minimising cost. We develop a simulator to validate and evaluate our approach, considering case-study functions in three application domains: machine learning, bio-informatics, and physics. We incorporate empirically derived performance models for each function implementation targeting a hardware platform with combined computational capacity of 24 FPGAs and 12 CPU cores. Compared to homogeneous CPU and homogeneous FPGA functions, simulation results achieve respectively a cost improvement for non-uniform task traffic of up to 8.7 times and 1.7 times, while maintaining specified latency objectives.|IEEE International Conference on Application-Specific Systems, Architectures, and Processors|2020|10.1109/ASAP49362.2020.00032|Eriko Nurvitadhi, Mishali Naik, W. Luk, J. Coutinho, Jessica Vandebon|0.4|4
142|PAQSIM: Fast Performance Model for Graphics Workload on Mobile GPUs|As the popularity of GPU in embedded systems keeps increasing, there is a growing demand for performance models for rapid estimation and tuning. One major challenge of developing a GPU performance model is the balance between accuracy and speed. The analytical model and the architectural model, two prevailing performance models, both have their weaknesses. The analytical model is fast to execute and simple to implement but usually suffers from low simulation accuracy. On the other hand, the cycle-level architectural model can offer high accuracy, but often at the expense of the execution time. In this work, we present a hybrid performance model for core-level performance studies. Our model takes advantage of the speed of the analytical model and the accuracy of the cycle-level architectural model. We model the resource contention as in traditional architectural models but reduce the pipeline stages when no contention is expected. The graphics workloads have shown uniform characteristics, which allows us to replace some detailed simulation with analytical models for latency estimation in key events such as memory accesses, texture fetches, and synchronizations. Such design greatly reduces the simulation time while maintains decent simulation accuracy. We evaluate our performance model against commercial mobile GPUs. The experiments using graphics workloads from popular games show great simulation speed and high accuracy in predicting the GPU performance. For simulations using the aggressive mode, the simulator can achieve an average 4.1x slowdown, with an average error rate at 6% and the peak error rate at 27.9%.|ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems|2020|10.1145/3372799.3394359|C. Lim, Xiang Gong, Chunling Hu|0.4|4
148|Massive Scaling of MASSIF: Algorithm Development and Analysis for Simulation on GPUs|Micromechanical Analysis of Stress-Strain Inhomogeneities with Fourier transforms (MASSIF) is a large-scale Fortran-based differential equation solver used to study local stresses and strains in materials. Due to its prohibitive memory requirements, it is extremely difficult to port the code to GPUs with small on-device memory. In this work, we present an algorithm design that uses domain decomposition with approximate convolution, which reduces memory footprint to make the MASSIF simulation feasible on distributed GPU systems. A first-order performance model of our method estimates that compression and multi-resolution sampling strategies can enable domain computation within GPU memory constraints for 3D grids larger than those simulated by the current state-of-the-art Fortran MPI implementation. The model analysis also provides an insight into design requirements for further scalability. Lastly, we discuss the extension of our method to irregular domain decomposition and challenges to be tackled in the future.|Platform for Advanced Scientific Computing Conference|2020|10.1145/3394277.3401857|Jelena Kovacevic, Anuva Kulkarni, F. Franchetti|0.4|4
62|Real-Time Simulation and Optimization of Elastic Aircraft Vehicle Based on Multi-GPU Workstation|Modern aircraft such as missile and rocket, due to the large slenderness ratio of slender body vehicles, the influence of elastic deformation and vibration on navigation, guidance, and engine modules in simulation can not be ignored. For the problems of slow calculation speed and incapability of real-time simulation for time-domain simulation, by analyzing the time proportion of each calculation step under different computing scale, the dynamic parallel construction of octree is used to represent the aerodynamic parameter table under the environment of single and multi GPU. Meanwhile, an innovative parallel algorithm of element stiffness matrix based on finite element model is designed in GPU architecture. Accordingly, the optimized performance is enhanced through the adaptive hardware resources and rational use of shared memory. Furthermore, A multi-threaded asynchronous framework based on task queue and thread pool is proposed to realize the parallel task calculation with different granularities. The numerical result shows that the acceleration ratio of about 20 times in the single GPU condition can be obtained, and the acceleration ratio of at least 30 times can be obtained by the parallel computing of dual GPUs, enabling the real-time simulation of the flexible aircraft with 1200 elements within 20ms.|IEEE Access|2019|10.1109/ACCESS.2019.2946684|Liu Xingguo, Binxing Hu|0.3333333333333333|4
104|GPU accelerated Monte-Carlo simulation of SEM images for metrology|In this work we address the computation times of numerical studies in dimensional metrology. In particular, full Monte-Carlo simulation programs for scanning electron microscopy (SEM) image acquisition are known to be notoriously slow. Our quest in reducing the computation time of SEM image simulation has led us to investigate the use of graphics processing units (GPUs) for metrology. We have succeeded in creating a full Monte-Carlo simulation program for SEM images, which runs entirely on a GPU. The physical scattering models of this GPU simulator are identical to a previous CPU-based simulator, which includes the dielectric function model for inelastic scattering and also refinements for low-voltage SEM applications. As a case study for the performance, we considered the simulated exposure of a complex feature: an isolated silicon line with rough sidewalls located on a at silicon substrate. The surface of the rough feature is decomposed into 408 012 triangles. We have used an exposure dose of 6 mC/cm2, which corresponds to 6 553 600 primary electrons on average (Poisson distributed). We repeat the simulation for various primary electron energies, 300 eV, 500 eV, 800 eV, 1 keV, 3 keV and 5 keV. At first we run the simulation on a GeForce GTX480 from NVIDIA. The very same simulation is duplicated on our CPU-based program, for which we have used an Intel Xeon X5650. Apart from statistics in the simulation, no difference is found between the CPU and GPU simulated results. The GTX480 generates the images (depending on the primary electron energy) 350 to 425 times faster than a single threaded Intel X5650 CPU. Although this is a tremendous speedup, we actually have not reached the maximum throughput because of the limited amount of available memory on the GTX480. Nevertheless, the speedup enables the fast acquisition of simulated SEM images for metrology. We now have the potential to investigate case studies in CD-SEM metrology, which otherwise would take unreasonable amounts of computation time.|SPIE Advanced Lithography|2016|10.1117/12.2219160|T. Verduin, S. Lokhorst, C. W. Hagen|0.3333333333333333|4
122|Validated Thermal Air Management Simulations of Data Centers Using Remote Graphics Processing Units|Simulation tools for thermal management of data centers help to improve layout of new builds or analyse thermal problems in existing data centers. The development of LBM on remote GPUs as an approach for such simulations is discussed making use of VirtualGL and prioritised multi-threaded implementations of an existing LBM code. The simulation is configured to model an existing and highly monitored test data center. Steady-state root mean square averages of measured and simulated temperatures are compared showing good agreement. The full capability of this simulation approach is demonstrated when comparing rack temperatures against a time varying workload, which employs time-dependent boundary conditions.|Annual Conference of the IEEE Industrial Electronics Society|2018|10.1109/IECON.2018.8591192|N. Delbosc, Mattias Vesterlund, J. Summers, Johannes Sjolund, Amirul Khan|0.2857142857142857|4
72|VLAG: A very fast locality approximation model for GPU kernels with regular access patterns|Performance modeling plays an important role for optimal hardware design and optimized application implementation. This paper presents a very low overhead performance model, called VLAG, to approximate the data localities exploited by GPU kernels. VLAG receives source code-level information to estimate per memory-access instruction, per data array, and per kernel localities within GPU kernels. VLAG is only applicable to kernels with regular memory access patterns. VLAG was experimentally evaluated using an NVIDIA Maxwell GPU. For two different Matrix Multiplication kernels, the average errors of 7.68% and 6.29%, was resulted, respectively. The slowdown of VLAG for MM was measured 1.4X which, comparing with other approaches such as trace-driven simulation, is negligible.|International Conference on Computer and Knowledge Engineering|2017|10.1109/ICCKE.2017.8167887|Mohsen Kiani, Amir Rajabzadeh|0.25|4
123|M2S-CGM: A Detailed Architectural Simulator for Coherent CPU-GPU Systems|We introduce M2S-CGM a detailed architectural simulator that models the interactions between CPUs and GPUs operating in coherent heterogeneous compute environments. M2S-CGM extends an existing and established x86 CPU model and Southern Islands GPU model, adds a new custom-built memory system model and switching fabric called CGM, and incorporates a well-known SDRAM model. The CGM memory system simulator provides configurable entire system simulation and can support a range of non-coherent and coherent CPU-GPU configurations. M2S-CGM supports the runtime for OpenCL-based benchmarks in addition to traditional multithreaded CPU benchmarks and can run benchmarks from established heterogeneous benchmark collections. This allows us to experiment with different coherent CPU-GPU configurations and propose effective future improvements in these systems. We present the makeup of M2S-CGM's software architectural design, provide a validation of the simulator, and provide coherent CPU-GPU execution results. Our validation results show average differences between our physical test system and M2S-CGM, of 10.4%, 22%, and 6.4% for 2 threaded, 4 threaded, and heterogeneous benchmark runs respectively. Our coherent CPU-GPU experimental results show an average speedup of 2.8 for our benchmarks over the baseline noncoherent system.|ICCD|2017|10.1109/ICCD.2017.84|Christopher E. Giles, Mark A. Heinrich|0.25|4
103|Implementation of a pre-calculated database approach for scatter correction in SPECT|In single photon emission computed tomography (SPECT), attenuation and scatter introduce important artefacts in the reconstructed images leading to mis diagnosis for patient’s follow-up. Furthermore, by using Monte Carlo simulation (MCS), physical effects undergone by photons during the SPECT exam can be precisely modeled and accounted for during iterative reconstruction, which improves the quality of the image. However, MCS are time consuming and therefore inappropriate for the rate of daily exams performed in clinical routine. Our work is based on the assumption that patients are composed of identical biological tissues and that photon propagation in an element volume of a given tissue is similar and reproducible from one subject to another. We hence propose to accelerate modeling of the physical effects occurring in emission tomography making it adequate for daily exam by using the approach of scatter pre-calculated database. The developed efficient patient-dependent attenuation and scatter correction were implemented on a GPU architecture on a state-of-art single-processor workstation and yielded to a speed-up factor in time computing of four orders of magnitude. Results presented in this proof of concept study are in good agreement with full MCS.||2016|10.1088/2057-1976/2/5/055014|Benjamin Auer, Z. E. Bitar, Clement Rey, V. Bekaert, J. Gallone|0.2222222222222222|4
49|Green High Performance Simulation for AMB models of Aedes aegypti|The increase in temperature caused by the climate change has resulted in the rapid dissemination of infectious diseases. Given the alert for the current situation, the World Health Organization (WHO) has declared a state of health emergency, highlighting the severity of the situation in some countries. For this reason, coming up with knowledge and tools that can help control and eradicate the vectors propagating these diseases is of the utmost importance. High-performance modeling and simulation can be used to produce knowledge and strategies that allow predicting infections, guiding actions and/or training health/civil protection agents. The model developed as part of this research work is aimed at assisting the decision-making process for disease prevention and control, as well as evaluating the reproduction and predicting the evolution of the Aedes aegypti mosquito, which is the transmitting vector of the dengue, Zika and chikungunya diseases. Since a large number of simulation runs are required to achieve results with statistical variability, GPU has been used. This platform has enough computational power to reduce execution time while maintaining a lower energy consumption. Different scenarios and experiments are proposed to corroborate the benefits of the architecture proposed.|Journal of Computational Science and Technology|2020|10.24215/16666038.20.e02|R. Suppi, Laura Cristina De Gisuti, M. Naiouf, Erica Soledad Montes de Oca|0.2|4
106|Efficient simulations of spiking neurons on parallel and distributed platforms: Towards large-scale modeling in computational neuroscience|Human brain communicates information by means of electro-chemical reactions and processes it in a parallel, distributed manner. Computational models of neurons at different levels of details are used in order to make predictions for physiological dysfunctions. Advances in the field of brain simulations and brain computer interfaces have increased the complexity of this modeling process. With a focus to build large-scale detailed networks, we used high performance computing techniques to model and simulate the granular layer of the cerebellum. Neuronal firing patterns of cerebellar granule neurons were modeled using two mathematical models Hodgkin-Huxley (HH) and Adaptive Exponential Leaky Integrate and Fire (AdEx). The performance efficiency of these modeled neurons was tested against a detailed multi-compartmental model of the granule cell. We compared different schemes suitable for large scale simulations of cerebellar networks. Large networks of neurons were constructed and simulated. Graphic Processing Units (GPU) was employed in the pleasantly parallel implementation while Message Passing Interface (MPI) was used in the distributed computing approach. This allowed to explore constraints of different parallel architectures and to efficiently load balance the tasks by maximally utilizing the available resources. For small scale networks, the observed absolute speedup was 6X in an MPI based approach with 32 processors while GPUs gave 10X performance gain compared to a single CPU implementation. In large networks, GPUs gave approximately 5X performance gain in processing time compared to the MPI implementation. The results enabled us to choose parallelization schemes suitable for large-scale simulations of cerebellar circuits. We are currently extending the network model based on large scale simulations evaluated in this paper and using a hybrid - heterogeneous MPI based multi-GPU architecture for incorporating millions of cerebellar neurons for assessing physiological disorders in such circuits.|IEEE Recent Advances in Intelligent Computational Systems|2015|10.1109/RAICS.2015.7488425|Revathy S. Kumar, Manjusha Nair, Shyam Diwakar, B. Nair, S. Surya|0.2|4
124|Improving accuracy of source level timing simulation for GPUs using a probabilistic resource model|After their success in the high performance and desktop market, Graphic Processing Units (GPUs), that can be used for general purpose computing are introduced for embedded systems on a chip (SOCs). Due to some advanced architectural features, like massive simultaneous multithreading, static performance analysis and high-level timing simulation are difficult to apply to code running on these systems. This paper extends a method for performance simulation of GPUs. The method uses automated performance annotations in the application's OpenCL C source code, and an extended performance model for derivation of a kernels runtime from metrics produced by the execution of annotated kernels. The final results are then generated using a probabilistic resource conflict model. The model reaches an accuracy of 90% on most test cases and delivers a higher average accuracy than previous methods.|International Conference / Workshop on Embedded Computer Systems: Architectures, Modeling and Simulation|2015|10.1109/SAMOS.2015.7363655|Christoph Gerum, W. Rosenstiel, O. Bringmann|0.2|4
56|Parallel computing algorithm for real-time mapping between large-scale networks|In this paper, we propose a scalable massively-parallel algorithm to solve the general mapping problem in large-scale networks in real-time. The proposed parallel algorithm takes advantage of GPU architecture and launches millions of workers to calculate values on a target network simultaneously. Threads are managed through the SIMT execution model and target values are updated through atomic operations. Our experiments show the proposed algorithm can accomplish network mapping (find importance weights for links in a real-world large-scale shared-mobility network) with more than 2 million weights within 1.82 µs (microsecond-level), which is truly real-time. The algorithm performance suggests that mapping computations may no longer be the bottleneck in highly dynamic network-centered problems, as the computations can be completed faster than the solid state drive (SSD) read access latency. Compared to serial algorithms, the speedup is more than 12,000 times. The proposed algorithm is also scalable. Results on simulated data show that even when the network size grows exponentially, microsecond-level computing performance can still be obtained, and even more than 190,000 times speedup can be achieved. The proposed algorithm can serve as a cornerstone for ultra-fast processing of highly dynamic large-scale networks.|International Conference on Intelligent Transportation Systems|2019|10.1109/ITSC.2019.8917463|Ethan Zhang, Amirmahdi Tafreshian, Neda Masoud|0.16666666666666666|4
68|Projections of achievable performance for Weather & Climate Dwarfs, and for entire NWP applications, on hybrid architectures|This document is one of the deliverable reports created for the ESCAPE project. ESCAPE stands for Energy-efficient Scalable Algorithms for Weather Prediction at Exascale. The project develops world-class, extreme-scale computing capabilities for European operational numerical weather prediction and future climate models. This is done by identifying Weather & Climate dwarfs which are key patterns in terms of computation and communication (in the spirit of the Berkeley dwarfs). These dwarfs are then optimised for different hardware architectures (single and multi-node) and alternative algorithms are explored. Performance portability is addressed through the use of domain specific languages. \nThis deliverable contains the description of the performance and energy models for the selected Weather & Climate dwarfs for different hardware architectures, multinode with GPU accelerators in particular. Presented performance models are extension to model provided in Deliverable 3.2. With some further enhancements, they are incorporated in the DCworms simulator. In particular, extended models allow to predict computational and energy performance on different architectures: single and multinodes, equipped with CPUs and GPUs accelerators. This allows to provide feasible performance projection at system scale.|arXiv.org|2019|10.2139/ssrn.3432809|Marek Blazewicz, Sebastian Ciesielski, M. Kulczewski|0.16666666666666666|4
140|Gravitational Octree Code Performance Evaluation on Volta GPU|In this study, the gravitational octree code originally optimized for the Fermi, Kepler, and Maxwell GPU architectures is adapted to the Volta architecture. The Volta architecture introduces independent thread scheduling requiring either the insertion of the explicit synchronizations at appropriate locations or the enforcement of the same implicit synchronizations as do the Pascal or earlier architectures by specifying -gencode arch=compute_60,code=sm_70. The performance measurements on Tesla V100, the current flagship GPU by NVIDIA, revealed that the N-body simulations of the Andromeda galaxy model with 223 = 8 388 608 particles took 3.8 × 10-2 s or 3.3 × 10-2 s per step for cases without or with the implicit synchronizations, respectively. Tesla V100 achieves a 1.4 to 2.2-fold acceleration in comparison with Tesla P100, the flagship GPU in the previous generation. The observed speed-up of 2.2 is greater than 1.5, which is the ratio of the theoretical peak performance of the two GPUs. The independence of the units for integer operations from those for floating-point number operations enables the overlapped execution of integer and floating-point number operations. It hides the execution time of the integer operations leading to the speed-up rate above the theoretical peak performance ratio. Tesla V100 can execute N-body simulation with up to 25 × 220 = 26 214 400 particles, and it took 2.0 × 10-1 s per step. It corresponds to 3.5 TFlop/s, which is 22% of the single-precision theoretical peak performance.|International Conference on Parallel Processing|2018|10.1145/3337821.3337845|Yohei Miki|0.14285714285714285|4
32|Algorithms and Software for High-Performance Fracture Simulation on GPU Architectures|"Author(s): Lim, Rone Kwei | Advisor(s): Petzold, Linda R | Abstract: Computer simulation of fracture in materials with nonlinear mechanical response can be computationally expensive. These simulations often require a large number of degrees of freedom, and the nonlinearity in the problem can pose difficulties when computing solutions. This work focuses on two material models. The first model consists of rigid bricks interacting through nonlinear cohesive springs. Fracture in the material occurs through the rupture of the cohesive springs. The second, more complicated, model consists of deformable elements interacting through nonlinear cohesive springs. In the first model, we assume the bricks are under a quasi-static loading scenario. With this assumption, the problem can be solved using a global Monte Carlo minimization algorithm to minimize the energy of the system. The energy in the system comes from the deformation and rupture of the nonlinear cohesive springs. Since these simulations have a high computational cost, we have developed a GPU-based (Graphics Processing Unit) Monte Carlo minimization algorithm that offers a significant speedup compared to a conventional multithreaded CPU-based algorithm. With the second model, we have dynamic simulations with explicit time discretization. In this case we compute the force, acceleration, velocity, and position explicitly. The force in the system comes from both the deformation of the elements as well as the deformation of the nonlinear cohesive springs. We have developed explicit, CPU-based methods and implicit-explict methods on both CPUs and GPUs. Our implicit-explict GPU-based method achieves substantial performance improvement compared to the explicit, CPU-based method. We present our GPU-based implementation of AES (Advanced Encryption Standard), which is used in the Monte Carlo minimization algorithm to generate random numbers. Our implementation is substantially faster than CPU-based implementation of AES. It is also faster than previous GPU implementations of AES."||2017|10.5977/jkasne.2017.23.3.330|R. K. Lim|0.125|4
41|An Out-of-Core Method for Physical Simulations on a Multi-GPU Architecture Using Lattice Boltzmann Method|Simulating complex physical phenomena implies the manipulation of an important amount of data. In order to simulate very large simulation domains on a limited computing architecture, such as industrial infrastructures, solutions have to be proposed. In this paper, a new out-of-core method is introduced in order to perform fast physical simulations using a complex Lattice Boltzmann model (LBM) on a single-node multi-GPU (CUDA) architecture. GPU global memory generally is far lower than the CPU main memory, can be problematic for a large simulation domain. The objective of this paper is to propose an efficient method of data exchanges between GPUs, the CPU main memory, which allows to perform fast complex simulations on large installations. The combination of this method with the massive parallelism of GPUs allows to keep good simulation performance. A complex simulation involving two physical components (water + air) is used in order to validate this method.|2016 Intl IEEE Conferences on Ubiquitous Intelligence & Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People, and Smart World Congress (UIC/ATC/ScalCom/CBDCom/IoP/SmartWorld)|2016|10.1109/UIC-ATC-ScalCom-CBDCom-IoP-SmartWorld.2016.0099|J. Duchateau, C. Renaud, G. Roussel, N. Maquignon, F. Rousselle|0.1111111111111111|4
120|Energy and Performance Prediction of CUDA Applications using Dynamic Regression Models|Many emerging supercomputers and future exa-scale computing machines require accelerator-based GPU computing architectures for boosting their computing performances. CUDA is one of the widely applied GPGPU parallel computing platform for those architectures owing to its better performance for certain scientific applications. However, the emerging rise in the development of CUDA applications from various scientific domains, such as, bioinformatics, HEP, and so forth, has urged the need for tools that identify optimal application parameters and the other GPGPU architecture metrics, including work group size, work item, memory utilization, and so forth. In fact, the tuning process might end up with several executions of various possible code variants. This paper proposed Dynamic Regression models, namely, Dynamic Random Forests (DynRFM), Dynamic Support Vector Machines (DynSVM), and Dynamic Linear Regression Models (Dyn LRM) for the energy/performance prediction of the code variants of CUDA applications. The prediction was based on the application parameters and the performance metrics of applications, such as, number of instructions, memory issues, and so forth. In order to obtain energy/performance measurements for CUDA applications, EACudaLib (a monitoring library implemented in EnergyAnalyzer tool) was developed. In addition, the proposed Dynamic Regression models were compared to the classical regression models, such as, RFM, SVM, and LRM. The validation results of the proposed dynamic regression models, when tested with the different problem sizes of Nbody and Particle CUDA simulations, manifested the energy/performance prediction improvement of over 50.26 to 61.23 percentages.|International Symposium on Electronic Commerce|2016|10.1145/2856636.2856643|S. Benedict, R. Rejitha, Suja A. Alex|0.1111111111111111|4
147|Fast Race Detection and Profiling Framework for Heterogeneous System|Heterogeneous computing is a growing trend in recent computer architecture design and is often used to improve the performance and power efficiency for computing applications by utilizing the special-purpose processors or accelerators, such as the Graphic Computing Unit (GPU), Field Programmable Gate Array (FPGA) and Digital Signal Processor (DSP). With the increase of complexity, the interaction among accelerators and processors could be deadfall if a race condition happens. However, the existing tools for such task are either too slow or hard to extend the race condition detection mechanism. Therefore, tools for application profiling with approximate timing model are important to the design of such heterogeneous systems in a timing manner. In this paper, we proposed a pluggable GPU interface on an existing timing approximate CPU simulator based on QEMU for analyzing the memory behavior of heterogeneous systems. Monitoring the memory behavior, the pluggable interface could be extended to any kinds of accelerators, such as GPU, DSP and FPGA, for race condition detection. Taking the GPU as an example, we integrated the detailed GPU simulator from Multi2Sim with the existing timing approximate CPU simulator, VPA, to showcase the efficiency of the proposed work. The experimental results showed that the emulation speed of the proposed framework reached at most 9x faster than Multi2Sim with acceptable timing results accuracy which is less than 20% error rate from our previous work. In addition, the race condition detection mechanism further indicates the problematic memory accesses to user.|International Conference on Supercomputing|2016|10.1109/ICS.2016.0110|Chenggang Lai, Shih-Hao Hung, C. Yeh|0.1111111111111111|4
83|Communication efficient work distributions in stencil operation based applications|In recent years, the use of accelerators in conjunction with CPUs, known as heterogeneous computing, has brought about significant performance increases for scientific applications. One of the best examples of this is lattice quantum chromodynamics (QCD), a stencil operation based simulation. These simulations have a large memory footprint necessitating the use of many graphics processing units (GPUs) in parallel. This requires the use of a heterogeneous cluster with one or more GPUs per node. In order to obtain optimal performance, it is necessary to determine an efficient communication pattern between GPUs on the same node and between nodes. In this paper, we present a performance model based method for minimizing the communication time of applications with stencil operations, such as lattice QCD, on heterogeneous computing systems with a non‐blocking InfiniBand interconnection network. The proposed method is able to increase the performance of the most computationally intensive kernel of lattice QCD by 25% due to improved overlapping of communication and computation. We also demonstrate that the aforementioned performance model and efficient communication patterns can be used to determine a cost efficient heterogeneous system design for stencil operation based applications. Copyright © 2014 John Wiley & Sons, Ltd.|Concurrency and Computation|2015|10.1002/cpe.3210|T. El-Ghazawi, L. Ríha, J. Schneible, A. Alexandru, Maria Malik|0.1|4
139|Asynchronous OpenCL/MPI numerical simulations of conservation laws|Hyperbolic conservation laws are important mathematical models for describing many phenomena in physics or engineering. The Finite Volume (FV) method and the Discontinuous Galerkin (DG) methods are two popular methods for solving conservation laws on computers. Those two methods are good candidates for parallel computing: • they require a large amount of uniform and simple computations, • they rely on explicit time-integration • they present regular and local data access pattern. In this paper, we present several FV and DG numerical sim- ulations that we have realized with the OpenCL and MPI paradigms. First, we compare two optimized implementations of the FV method on a regular grid: an OpenCL implementation and a more traditional OpenMP implementation. We compare the efficiency of the approach on several CPU and GPU architectures of different brands. Then we give a short presentation of the DG method. Finally, we present how we have implemented this DG method in the OpenCL/MPI framework in order to achieve high efficiency. The implementation relies on a splitting of the DG mesh into sub-domains and sub-zones. Different kernels are compiled according to the zones properties. In addition, we rely on the OpenCL asynchronous task graph in order to overlap OpenCL computations, memory transfers and MPI communications.|Software for Exascale Computing|2015|10.1145/2791321.2791325|T. Strub, M. Roberts, P. Helluy, M. Massaro|0.1|4
150|Finite element numerical integration for first order approximations on multi-core architectures|The paper presents investigations on the implementation and performance of the finite element numerical integration algorithm for first order approximations and three processor architectures, popular in scientific computing, classical CPU, Intel Xeon Phi and NVIDIA Kepler GPU. A unifying programming model and portable OpenCL implementation is considered for all architectures. Variations of the algorithm due to different problems solved and different element types are investigated and several optimizations aimed at proper optimization and mapping of the algorithm to computer architectures are demonstrated. Performance models of execution are developed for different processors and tested in practical experiments. The results show the varying levels of performance for different architectures, but indicate that the algorithm can be effectively ported to all of them. The general conclusion is that the finite element numerical integration can achieve sufficient performance on different multiand many-core architectures and should not become a performance bottleneck for finite element simulation codes.|arXiv.org|2015|10.1115/omae2015-42101|K. Banas, J. Bielanski, Filip Kruzel|0.1|4
28|Transient-simulation guided graph sparsification approach to scalable Harmonic Balance (HB) analysis of post-layout RF circuits leveraging heterogeneous CPU-GPU computing systems|Harmonic Balance (HB) analysis is key to efficient verification of large post-layout RF and microwave integrated circuits (ICs). This paper introduces a novel transient-simulation guided graph sparsification technique, as well as an efficient runtime performance modeling approach tailored for heterogeneous manycore CPU-GPU computing system to build nearly-optimal subgraph preconditioners that can lead to minimum HB simulation runtime. Additionally, we propose a novel heterogeneous parallel sparse block matrix algorithm by taking advantages of the structure of HB Jacobian matrices as well as GPU's streaming multiprocessors to achieve optimal work load balancing during the preconditioning phase of HB analysis. We also show how the proposed preconditioned iterative algorithm can efficiently adapt to heterogeneous computing systems with different CPU and GPU computing capabilities. Extensive experimental results show that our HB solver can achieve up to 20X speedups and 5X memory reduction when compared with the state-of-the-art direct solver highly optimized for eight-core CPUs.|Design Automation Conference|2015|10.1145/2744769.2744920|Zhuo Feng, Lengfei Han|0.0|4
31|A GPU-Accelerated Hydrodynamics Solver For Atmosphere-Fire Interactions|A fundamental process to understand fire spread is the atmospheric flow. Building computational tools to simulate this complex flow has several challenges including boundary layer effects, resolving vegetation and the forest canopies, conserving fluid mass, and incorporating fire-induced flows. We develop a two-dimensional hydrodynamic solver that models fire-induced flow as a convective sink that converts the two-dimensional horizontal flow into a vertical flow through the buoyant plume. The resulting equations are the two-dimensional Navier-Stokes equations, but with point source delta functions appearing in the conservation of mass equation. We develop a projection method to solve these equations and implement them on a GPU architecture. The ultimate goalis to simulate wildfire spread faster than real-time, and with the ability for users to introduce real-time updates in an augmented reality sandbox.|SIGGRAPH Posters|2022|10.1145/3532719.3543263|B. Quaife, K. Speer, Jhamieka Greenwood|0.0|4
34|Reliability issues in GPGPUs|"The present work discusses approaches for implementing software redundancy schemes using the open source GPGPU model FlexGrip to increase the reliability of a GPGPU. ?? ??Most GPUs do not feature hardware support for error detection, and a device such as GPGPU a corrupt result could be unacceptable, as applications such as machine vision rely on the correctness of the processed image. A fault could occur at any time during the operation of the device, and it's critical that it is either masked or detected. Therefore improving the fidelity of GPGPU using software redundancy seems to be the only way to avoid errors. ?? ??In this work of thesis several approaches for matrix multiplication were produced, recording the performance of each; The three approaches differ in the method by which they guarantee the correct result. The first case is double comparison (DWC) which implies repeatedly performing operations and comparing the results, in case they are equal the correct result is stored in memory. ??The second method is the TMR. It is based on the triplication of resources and a voter who establishes by a majority which element is the correct one. The last method studied is ABFT which through comparisons identifies in which cell the error occurred and corrects it. ?? ??Each code was tested on the FlexGrip model after the injection of static faults inside the register file of each streaming multiprocessor. The expected result of each program obtained in simulation - the ""golden output"" - was compared to the same result in presence of injected static faults. ?? ??Results were finally collected and the fault coverage analysed, along with the time required and memory space. Future tests may be performed with different fault models, such as transient or delay faults, since the behaviour of the circuit would vary unpredictably."||2019|10.4324/9780429276316-4|Chiara Penaglia|0.0|4
35|BcBench: Exploring Throughput Processor Designs based on Blockchain Benchmarking|Benchmark suites have become the most important wheel to drive the research of GPU architecture designs. The most popular GPU benchmark suites, such as Rodinia and Parboil, cover a wide range of real-world applications, which provide a good reference for the researchers to estimate the performance behaviors of the GPU devices in production. However, the existing GPU benchmarks were initially proposed a decade ago, which unfortunately cannot reflect the unique features of the latest GPU applications accurately. Therefore, it is inappropriate to employ the stale benchmarks as the reference to evaluate the state-of-the-art GPU architectures. Tackling this challenge, we propose BcBench, a new set of GPU workloads collected from the emerging blockchain applications. BcBench is designed for estimating the performance behaviors of the future GPU architectures in accelerating the execution of the emerging applications. To this end, we have ported BcBench to the popular GPU simulators (e.g., GPGPU-Sim) for in-depth performance analysis. We first characterize the blockchain workloads at the micro-architecture level of GPUs fully by leveraging the adequate statistics generated by the GPU simulator. We then conclude five key observations from the workload characterization. We further explore five future GPU architecture designs, which target for the blockchain applications.|ACM Symposium on Applied Computing|2023|10.1145/3555776.3577701|Yue Chen, Xiurui Pan, Shushu Yi, Jie Zhang|0.0|4
